filename;fullfilename;sample_id;channel2;richness;abundance;erirub;fricoe;perate;phycol;regreg;sylatr;turmer;turphi;nROI;aROI;ACI;H;NDSI;ADI;BI
evascape_quiet_rich1_ab1_n1;Database_20240315_Desync/evascape_quiet_rich1_ab1_n1.wav;1;quiet;1;1;0;0;0;0;1;0;0;0;47.01791158536585;1.3893803837591947;411.70208740234375;0.627616664832107;0.8107704520225525;0.9817744755945391;43.59517573696145
evascape_quiet_rich1_ab1_n2;Database_20240315_Desync/evascape_quiet_rich1_ab1_n2.wav;2;quiet;1;1;0;0;1;0;0;0;0;0;113.04306402439025;0.7544446259194735;442.53558349609375;0.7725209020186288;0.6404591202735901;1.2903864900075321;23.47828514739229
evascape_quiet_rich1_ab1_n3;Database_20240315_Desync/evascape_quiet_rich1_ab1_n3.wav;3;quiet;1;1;1;0;0;0;0;0;0;0;38.014481707317074;1.868209809330236;382.45721435546875;0.6503691450107406;0.8623486757278442;1.3995401663656137;57.13493197278912
evascape_quiet_rich1_ab1_n4;Database_20240315_Desync/evascape_quiet_rich1_ab1_n4.wav;4;quiet;1;1;0;0;0;0;0;1;0;0;45.0171493902439;1.0069973746612466;383.2918701171875;0.6693501701685184;0.7530363202095032;1.0189631275756001;35.61969671201814
evascape_quiet_rich1_ab1_n5;Database_20240315_Desync/evascape_quiet_rich1_ab1_n5.wav;5;quiet;1;1;0;0;0;0;0;0;0;1;106.04039634146342;3.3602748136856366;410.4910583496094;0.6522731840212542;0.9145974516868591;1.9134601030765415;110.79383219954649
evascape_quiet_rich1_ab1_n6;Database_20240315_Desync/evascape_quiet_rich1_ab1_n6.wav;6;quiet;1;1;0;0;0;1;0;0;0;0;51.01943597560975;0.6422325662988773;485.4753723144531;0.6986406809274348;0.6076758503913879;1.6846101427419384;28.15578798185941
evascape_quiet_rich1_ab1_n7;Database_20240315_Desync/evascape_quiet_rich1_ab1_n7.wav;7;quiet;1;1;0;0;0;0;0;0;1;0;71.02705792682927;2.2028422014130857;367.1984558105469;0.6497248918776138;0.5521047711372375;1.1671822101973144;49.431111111111115
evascape_quiet_rich1_ab1_n8;Database_20240315_Desync/evascape_quiet_rich1_ab1_n8.wav;8;quiet;1;1;0;1;0;0;0;0;0;0;22.008384146341463;1.758946718931475;423.94915771484375;0.6609415126444609;0.7965112328529358;1.3227847378105326;47.494316893424035
evascape_quiet_rich1_ab1_n9;Database_20240315_Desync/evascape_quiet_rich1_ab1_n9.wav;9;quiet;1;1;0;0;0;0;1;0;0;0;163.062118902439;1.1969412383855982;374.44970703125;0.6622578340783032;0.82166588306427;1.1471615149348338;42.46022675736961
evascape_quiet_rich1_ab1_n10;Database_20240315_Desync/evascape_quiet_rich1_ab1_n10.wav;10;quiet;1;1;0;0;0;1;0;0;0;0;46.017530487804876;0.5357672159310879;454.52606201171875;0.6105934537691238;0.608715832233429;1.3862746805887816;33.91172052154195
evascape_ambient_sound_rich1_ab1_n1;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n1.wav;1;ambient_sound;1;1;0;0;0;0;0;0;1;0;26.009908536585364;0.06075632742934572;297.4434509277344;0.9129293755942806;0.2557244300842285;0.49754632411317723;25.58549319727891
evascape_ambient_sound_rich1_ab1_n2;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n2.wav;2;ambient_sound;1;1;0;0;1;0;0;0;0;0;41.015625;0.13811005855594272;300.40643310546875;0.8763987105901865;0.14451518654823303;0.4429752728447593;26.06062358276644
evascape_ambient_sound_rich1_ab1_n3;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n3.wav;3;ambient_sound;1;1;0;0;0;0;0;0;0;1;62.02362804878049;0.5116083526906697;318.7950439453125;0.8691301054054965;0.18543288111686707;1.1756389817589032;34.583730158730155
evascape_ambient_sound_rich1_ab1_n4;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n4.wav;4;ambient_sound;1;1;0;0;0;0;1;0;0;0;0.0;0.0;296.9296875;0.9186726618283675;0.29764625430107117;0.2858436267813742;24.52718253968254
evascape_ambient_sound_rich1_ab1_n5;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n5.wav;5;ambient_sound;1;1;0;0;0;1;0;0;0;0;8.003048780487806;0.024385707026713124;298.9239501953125;0.8505239785304777;0.06234297156333923;0.29537656044049626;23.259614512471654
evascape_ambient_sound_rich1_ab1_n6;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n6.wav;6;ambient_sound;1;1;1;0;0;0;0;0;0;0;42.016006097560975;0.23293076122725515;300.944091796875;0.9300414885368726;0.37267088890075684;0.800447416664736;25.800425170068028
evascape_ambient_sound_rich1_ab1_n7;Database_20240315_Desync/evascape_ambient_sound_rich1_ab1_n7.wav;7;ambient_sound;1;1;0;0;0;0;0;1;0;0;66.0251524390244;0.13349756823461092;300.02581787109375;0.8522548062324312;0.07928360253572464;0.4823862695160478;24.60264455782313
