filename;fullfilename;sample_id;channel2;richness;abundance;erirub;fricoe;perate;phycol;regreg;sylatr;turmer;turphi;nROI;aROI;ACI;H;NDSI;ADI;BI
Evascape_ambient_sound_rich1_ab1_n20;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n20.wav;20;ambient_sound;1;1;0;0;0;1;0;0;0;0;0.0;0.0;296.88037;0.9113752461765757;0.26710626;0.39448600257431987;24.260323129251702
Evascape_ambient_sound_rich1_ab1_n21;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n21.wav;21;ambient_sound;1;1;0;0;0;0;0;1;0;0;66.0251524390244;0.12691909843205576;299.55066;0.8760099400341637;0.13991739;0.4050171323341668;25.69299603174603
Evascape_ambient_sound_rich1_ab1_n22;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n22.wav;22;ambient_sound;1;1;0;0;0;0;0;0;1;0;26.009908536585364;0.053081445993031356;296.82886;0.9187275726312818;0.2310359;0.5380435574611041;23.984798752834468
Evascape_ambient_sound_rich1_ab1_n23;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n23.wav;23;ambient_sound;1;1;0;0;1;0;0;0;0;0;10.003810975609756;0.009640860917537747;302.27325;0.7644084087724667;-0.01547179;0.009626267853363877;28.714195011337868
Evascape_ambient_sound_rich1_ab1_n24;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n24.wav;24;ambient_sound;1;1;1;0;0;0;0;0;0;0;45.0171493902439;0.9483582559039876;316.81854;0.8040432124400961;0.26616293;1.0789208333278455;36.60645691609977
Evascape_ambient_sound_rich1_ab1_n25;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n25.wav;25;ambient_sound;1;1;0;0;0;1;0;0;0;0;28.010670731707318;0.24325215350367788;313.2611;0.8490659849473515;0.114775516;0.7459906518591077;27.38951814058957
Evascape_ambient_sound_rich1_ab1_n26;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n26.wav;26;ambient_sound;1;1;0;0;0;0;1;0;0;0;85.03239329268293;0.42431130226480834;307.76703;0.8521654987898365;0.1430252;0.9315867961880805;29.025929705215418
Evascape_ambient_sound_rich1_ab1_n27;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n27.wav;27;ambient_sound;1;1;0;0;0;0;0;0;1;0;4.001524390243903;0.0069187354819976775;296.78775;0.9207480015708958;0.2514951;0.5892396089803248;23.481955782312927
Evascape_ambient_sound_rich1_ab1_n28;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_ambient_sound_rich1_ab1_n28.wav;28;ambient_sound;1;1;0;0;0;0;0;1;0;0;9.003429878048781;0.01485826800232288;296.90475;0.9205753035208526;0.25157884;0.5571945136181808;23.434754818594104
Evascape_rain_pw01_rich1_ab1_n1;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n1.wav;1;rain_pw01;1;1;0;0;0;0;1;0;0;0;1.0003810975609757;0.002419667053813395;326.59668;0.8469199832867597;0.6569148;2.22920517444772;83.05624716553288
Evascape_rain_pw01_rich1_ab1_n2;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n2.wav;2;rain_pw01;1;1;0;0;1;0;0;0;0;0;0.0;0.0;311.94366;0.8441129997745721;0.6145325;2.2626933919059318;74.41056689342403
Evascape_rain_pw01_rich1_ab1_n3;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n3.wav;3;rain_pw01;1;1;0;0;0;0;0;0;0;1;109.04153963414635;0.765484356852497;348.4308;0.8185277557542552;0.5402409;1.94945548202262;76.74643990929705
Evascape_rain_pw01_rich1_ab1_n4;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n4.wav;4;rain_pw01;1;1;0;1;0;0;0;0;0;0;12.004573170731707;0.04102091802168022;334.56384;0.8182030274744457;0.4562935;1.8351841971539733;54.854597505668934
Evascape_rain_pw01_rich1_ab1_n5;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n5.wav;5;rain_pw01;1;1;0;0;0;0;0;0;1;0;37.0141006097561;0.12253345189701897;320.33597;0.81005683417279;0.4327577;1.5467564081615963;43.668713151927435
Evascape_rain_pw01_rich1_ab1_n6;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n6.wav;6;rain_pw01;1;1;0;0;0;0;0;1;0;0;57.02172256097561;0.10026495354239257;332.3844;0.7024379062930254;0.51309603;1.9524757645026338;48.26719954648526
Evascape_rain_pw01_rich1_ab1_n7;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n7.wav;7;rain_pw01;1;1;1;0;0;0;0;0;0;0;13.004954268292682;0.034064375241966705;343.47705;0.7462277102191712;0.54716045;2.1662923583774885;68.51738095238095
Evascape_rain_pw01_rich1_ab1_n8;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n8.wav;8;rain_pw01;1;1;0;0;0;1;0;0;0;0;0.0;0.005633287359659311;335.2621;0.7971783123891204;0.5246258;2.1543902422810906;71.66507369614513
Evascape_rain_pw01_rich1_ab1_n9;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n9.wav;9;rain_pw01;1;1;0;0;0;0;0;0;1;0;32.01219512195122;0.1043859489934185;333.36752;0.754896021553384;0.41476;1.5677357192334898;50.78684807256236
Evascape_rain_pw01_rich1_ab1_n10;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n10.wav;10;rain_pw01;1;1;0;0;0;0;0;0;0;1;211.08041158536585;1.0305891284359272;336.71307;0.8479255826012089;0.55021703;1.9194105008368796;56.12337868480726
Evascape_rain_pw01_rich1_ab1_n11;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n11.wav;11;rain_pw01;1;1;0;0;0;0;0;1;0;0;68.02591463414635;0.1944429321525358;320.4958;0.854930238093674;0.45366335;1.5919089616992799;41.196139455782316
Evascape_rain_pw01_rich1_ab1_n12;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n12.wav;12;rain_pw01;1;1;0;1;0;0;0;0;0;0;1.0003810975609757;0.0009073751451800233;335.82367;0.8364371988253527;0.6165943;2.1498301694965525;81.96832199546485
Evascape_rain_pw01_rich1_ab1_n13;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n13.wav;13;rain_pw01;1;1;0;0;0;1;0;0;0;0;1.0003810975609757;0.01240079365079365;351.7145;0.7409212458254524;0.49020967;2.0990950471617094;79.25272108843538
Evascape_rain_pw01_rich1_ab1_n14;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n14.wav;14;rain_pw01;1;1;0;0;1;0;0;0;0;0;0.0;0.0003024583817266744;303.28705;0.8911874686325431;0.60930806;2.281821526561146;82.83751133786848
Evascape_rain_pw01_rich1_ab1_n15;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n15.wav;15;rain_pw01;1;1;1;0;0;0;0;0;0;0;41.015625;0.08483957607433217;320.96088;0.8523263393864197;0.4459983;1.9979003060049043;43.18248866213152
Evascape_rain_pw01_rich1_ab1_n16;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n16.wav;16;rain_pw01;1;1;0;0;0;0;1;0;0;0;0.0;0.007145579268292682;345.2082;0.7785891988532363;0.60660136;2.2037111545486514;78.82371882086167
Evascape_rain_pw01_rich1_ab1_n17;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n17.wav;17;rain_pw01;1;1;0;0;0;0;1;0;0;0;3.0011432926829267;0.01406431475029036;331.99765;0.7040833543780414;0.45367354;1.9203943690371093;45.202111678004535
Evascape_rain_pw01_rich1_ab1_n18;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n18.wav;18;rain_pw01;1;1;0;0;0;0;0;0;1;0;23.008765243902438;0.0704349956445993;344.95084;0.7188733585080139;0.35415187;1.634068953863927;58.802131519274376
Evascape_rain_pw01_rich1_ab1_n19;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n19.wav;19;rain_pw01;1;1;0;0;0;0;0;1;0;0;88.03353658536585;0.35519956204026326;335.51874;0.7540415274144247;0.56024164;1.7234552464446453;52.04514739229025
Evascape_rain_pw01_rich1_ab1_n20;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n20.wav;20;rain_pw01;1;1;0;1;0;0;0;0;0;0;0.0;0.002268437862950058;351.14154;0.7304472235873836;0.54228246;2.0341111167576673;78.20366213151928
Evascape_rain_pw01_rich1_ab1_n21;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n21.wav;21;rain_pw01;1;1;1;0;0;0;0;0;0;0;61.02324695121951;0.2985642300619435;338.31577;0.8031387783266942;0.5015128;1.9600179094785866;65.26231292517006
Evascape_rain_pw01_rich1_ab1_n22;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n22.wav;22;rain_pw01;1;1;0;0;0;0;0;0;0;1;29.011051829268293;0.097883093786295;334.89343;0.8308766100036392;0.5027011;2.0234058475013885;51.389160997732425
Evascape_rain_pw01_rich1_ab1_n23;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n23.wav;23;rain_pw01;1;1;0;0;1;0;0;0;0;0;7.0026676829268295;0.010775079849012775;314.18622;0.8573654290530361;0.40236348;1.1600640216087048;36.900518707482995
Evascape_rain_pw01_rich1_ab1_n24;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n24.wav;24;rain_pw01;1;1;0;0;0;1;0;0;0;0;0.0;0.002911161924119241;332.856;0.8271055749944449;0.49009976;1.989150967850314;49.92623015873016
Evascape_rain_pw01_rich1_ab1_n25;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n25.wav;25;rain_pw01;1;1;0;0;0;0;1;0;0;0;3.0011432926829267;0.012211757162214478;315.57422;0.8604073794283156;0.4144956;1.9287888230501558;38.75915249433107
Evascape_rain_pw01_rich1_ab1_n26;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n26.wav;26;rain_pw01;1;1;0;0;1;0;0;0;0;0;0.0;0.017958466415021294;331.14362;0.719628939007949;0.4413612;1.8354924806228563;45.470745464852605
Evascape_rain_pw01_rich1_ab1_n27;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n27.wav;27;rain_pw01;1;1;0;1;0;0;0;0;0;0;2.0007621951219514;0.014744846109175378;326.6302;0.7888690640099957;0.43996358;1.8432359979498296;43.38261337868481
Evascape_rain_pw01_rich1_ab1_n28;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw01_rich1_ab1_n28.wav;28;rain_pw01;1;1;0;0;0;0;0;0;0;1;48.01829268292683;0.06775067750677506;326.39526;0.7155575163572269;0.6230582;1.7744190986199848;64.81106575963719
Evascape_rain_pw02_rich1_ab1_n1;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw02_rich1_ab1_n1.wav;1;rain_pw02;1;1;0;0;1;0;0;0;0;0;2.0007621951219514;0.01810969560588463;354.563;0.770565858681717;0.49065402;1.9563674105202182;87.64261904761905
Evascape_rain_pw02_rich1_ab1_n2;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw02_rich1_ab1_n2.wav;2;rain_pw02;1;1;0;0;0;0;0;0;1;0;0.0;0.0037429224738675954;309.81915;0.8223239047622872;0.5456472;2.0029712006706606;97.28015873015873
Evascape_rain_pw02_rich1_ab1_n3;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw02_rich1_ab1_n3.wav;3;rain_pw02;1;1;1;0;0;0;0;0;0;0;15.005716463414634;0.029149426538908244;307.87933;0.9004564564210062;0.57054967;2.2570619635750866;68.62735827664399
Evascape_rain_pw02_rich1_ab1_n4;../Evascape_reconstructed_soundscapes/Database_20240606_Desync/Evascape_rain_pw02_rich1_ab1_n4.wav;4;rain_pw02;1;1;0;0;0;0;0;1;0;0;0.0;0.0;325.92545;0.837268005048722;0.6238615;2.231203572248778;87.79011904761904
